name,color,deviceType,unit,circuit,savedIndex,,
Spiral 37 (G),65280,LOR,90,14,1705,,
Spiral 37 (B),16711680,LOR,90,15,1706,,
Spiral 38 (R),255,LOR,90,16,1707,,
Spiral 38 (G),65280,LOR,90,17,1708,,
Spiral 38 (B),16711680,LOR,90,18,1709,,
Spiral 39 (R),255,LOR,90,19,1710,,
Spiral 39 (G),65280,LOR,90,20,1711,,
Spiral 39 (B),16711680,LOR,90,21,1712,,
Spiral 40 - Outermost (R),255,LOR,90,22,1713,,
Spiral 40 - Outermost (G),65280,LOR,90,23,1714,,
Spiral 40 - Outermost (B),16711680,LOR,90,24,1715,,
M1 (R),255,LOR,91,1,1716,,
M1 (G),65280,LOR,91,2,1717,,
M1 (B),16711680,LOR,91,3,1718,,
E (R),255,LOR,91,4,1719,,
E (G),65280,LOR,91,5,1720,,
E (B),16711680,LOR,91,6,1721,,
R1 (R),255,LOR,91,7,1722,,
R1 (G),65280,LOR,91,8,1723,,
R1 (B),16711680,LOR,91,9,1724,,
R2 (R),255,LOR,91,10,1725,,
R2 (G),65280,LOR,91,11,1726,,
R2 (B),16711680,LOR,91,12,1727,,
Y (R),255,LOR,91,13,1728,,
Y (G),65280,LOR,91,14,1729,,
Y (B),16711680,LOR,91,15,1730,,
C (R),255,LOR,92,1,1731,,
C (G),65280,LOR,92,2,1732,,
C (B),16711680,LOR,92,3,1733,,
H (R),255,LOR,92,4,1734,,
H (G),65280,LOR,92,5,1735,,
H (B),16711680,LOR,92,6,1736,,
R3 (R),255,LOR,92,7,1737,,
R3 (G),65280,LOR,92,8,1738,,
R3 (B),16711680,LOR,92,9,1739,,
I (R),255,LOR,92,10,1740,,
I (G),65280,LOR,92,11,1741,,
I (B),16711680,LOR,92,12,1742,,
S1 (R),255,LOR,92,13,1743,,
S1 (G),65280,LOR,92,14,1744,,
S1 (B),16711680,LOR,92,15,1745,,
T (R),255,LOR,93,1,1746,,
T (G),65280,LOR,93,2,1747,,
T (B),16711680,LOR,93,3,1748,,
M2 (R),255,LOR,93,4,1749,,
M2 (G),65280,LOR,93,5,1750,,
M2 (B),16711680,LOR,93,6,1751,,
A (R),255,LOR,93,7,1752,,
A (G),65280,LOR,93,8,1753,,
A (B),16711680,LOR,93,9,1754,,
S2 (R),255,LOR,93,10,1755,,
S2 (G),65280,LOR,93,11,1756,,
S2 (B),16711680,LOR,93,12,1757,,

